,Info_Author,Info_Title,DOI,Info_Journal,Info_Volume,Info_Pages,Info_Received,Info_Material_ID,Info_Sample_ID,Info_Test_ID,Info_Origin,Info_Notes,Ag(at%),Al(at%),Au(at%),B(at%),Bi(at%),Ce(at%),Co(at%),Cr(at%),Cu(at%),Dy(at%),Er(at%),Fe(at%),Gd(at%),Hf(at%),In(at%),La(at%),Mn(at%),Mo(at%),Nb(at%),Nd(at%),Ni(at%),Pb(at%),Pd(at%),Pr(at%),Pt(at%),Re(at%),Rh(at%),Sb(at%),Sc(at%),Si(at%),Sn(at%),Ta(at%),Te(at%),Ti(at%),Tl(at%),V(at%),W(at%),Y(at%),Zr(at%),Processing_BPHT_Temp,Processing_BPHT_Time,Processing_Rolling_Temp,Processing_HR_Red,Processing_CR_Red,Processing_Extrusion_Temp,Processing_Extrusion_Area_Reduction(%),Processing_APHT_Temp,Processing_APHT_Time,Processing_APHT_Method,Processing_FinalHT_Temp,Processing_FinalHT_Time,Processing_FinalHT_Method,SME_Test_Applied_Stress(MPa),SME_Test_Applied_Bend_Strain(%),SME_Test_LCT,SME_Test_UCT,SME_Test_Temp_Rate,SME_Test_Cycle,SE_Test_Temperature_Above_Af(Temp-Af),SE_Test_Strain_Rate(/s),SE_Test_Displacement_Rate(mm/s),SE_Test_Cycle,MSM_Test_Curie_Temperature,MSM_Test_Applied_Magnetic_Field(T),MSM_Test_Mag_Test_Temp(C),Hard_Param_VHTemp,Hard_Param_VHMass,Hard_Param_VHTime,Micro_Grain Size(nm),Micro_Matrix_Comp,Micro_e/a_ratio,Micro_cv_concentration,Micro_Parent_Test_Temperature_Above_Af(Temp-Af),Micro_Parent_Structure,Micro_Parent_a_(A),Micro_Parent_b,Micro_Parent_c,Micro_Parent_Space_Group,Micro_Intermediate_Test_Temperature_Above_Af(Temp-Af),Micro_Intermediate_Structure,Micro_Intermediate_a_(A),Micro_Intermediate_b,Micro_Intermediate_c,Micro_Intermediate_Space_Group,Micro_Martensite_Test_Temperature_Above_Af(Temp-Af),Micro_Martensite_Structure,Micro_Martensite_a_(A),Micro_Martensite_b,Micro_Martensite_c,Micro_Martensite_Beta,Micro_Martensite_Space_Group,Micro_Martensite_Sub-structure,Micro_Precipitate_Test_Temperature,Micro_Precipitate_Structure,Micro_Precipitate_Volume_Fraction,NeedsAttention,SME_Transforms,SME_Mf,SME_Mp,SME_Ms,SME_As,SME_Ap,SME_Af,SME_Thermal_Hysteresis,SME_Transformation_Range,SME_RfM,SME_RfA,SME_dH(MA)(J/g),SME_dH(AM)(J/g),SME_dH(AR)(J/G),SME_dS(MA)(J/kgK),SME_dS(AM)(J/kgK),SME_dS(AR)(J/kgK),SME_epsilonAct(%),SME_epsilonIrr(%),SME_Failure(FatigueTest),SME_Bend_Recovery(%),SE_R.Strain(%),SE_Strain_Max(%),SE_Stress_Max(MPa),SE_Mf_Stress,SE_Ms_Stress,SE_As_Stress,SE_Af_Stress,SE_M_Yield,SE_A_Yield,MSME_Magnetization (emu/g),MSME_Magnetization Change (AM)(emu/g),MSME_Magnetization Change (MA)(emu/g),MSME_Mf Temp (Â°C),MSME_Mf Mag (emu/g),MSME_Mp Temp (Â°C),MSME_Mp Mag (emu/g),MSME_Ms_Temp(C),MSME_Ms_Mag(emu/g),MSME_Direct average rate (emu/gÂ°C),MSME_Direct_integrated_magnetization_change(emu/g),MSME_As_Temp(C),MSME_As_Mag(emu/g),MSME_Ap_Temp (C),MSME_Ap_Mag(emu/g),MSME_Af_Temp (C),MSME_Af_Mag(emu/g),MSME_Reverse_average_rate(emu/gC),MSME_Reverse_integrated_magnetization_change(emu/g),MSME_Direct_MT_range(C),MSME_Reverse_MT_range(C),MSME_Hysteresis(C),MSME_Estimated_entropy_difference_(J/kg*K),"MSME_Tc(DSC)-Ms(SQUID,0.05T)",Hard_VHN
10,"Demblon, Karaman",,,,,,,,,,Internal,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,32.0,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,20,0.0,20.0,0.0,0,1050.0,2.0,0,0.0,0,,,10.0,3,30,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"Demblon, Karaman",,,,,,,,,,Internal,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,31.0,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,20,0.0,20.0,0.0,0,1050.0,2.0,0,0.0,0,,,10.0,3,30,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"Demblon, Karaman",,,,,,,,,,Internal,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,30.0,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,20,0.0,20.0,0.0,0,1050.0,2.0,0,0.0,0,,,10.0,3,30,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"Salas, Karaman",,,,,,,,,,Internal,2016Q PC In13.6 WQ,0.0,0.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13.78,0.0,36.09,0.0,0.0,0.0,45.14,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,20,0.0,900.0,24.0,0,400.0,72.0,0,0.0,0,,,10.0,3,30,0.0,0.0,1,124.84,0.05,,,,,,,,,,B2/L21,,,,Pm-3m/Fm-3m,,,,,,,,L10,,,,,P4/mmm,Modulations,,,,,,-70,-61.35,-61.35,-44.61,-36.33,-32.85,28.5,37.15,,,1.86,0.5,,-7.92,2.36,,,,,,,,,,,,,,,,49.68,49,-92.42,11.87,-64.84,49.35,-63.59,61.55,1.72,53.59,-55.91,11.27,-39.11,46.86,-35.81,60.27,2.44,53.39,28.83,20.1,26.75,-10.47,188.42,
14,"Salas, Karaman",,,,,,,,,,Internal,2016Q PC In13.6 FC,0.0,0.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13.78,0.0,36.09,0.0,0.0,0.0,45.14,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,900.0,24.0,20,0,0.0,20,0.0,900.0,1.0,48,400.0,3.0,0,0.0,0,,,10.0,3,30,0.0,0.0,1,124.86,0.05,,,,,,,,,,B2/L21,,,,Pm-3m/Fm-3m,,,,,,,,L10,,,,,P4/mmm,Modulations,,,,,,-81.4,-75.43,-72.39,-52.22,-44.68,-40.74,31.65,40.66,,,1.4,0.62,,-6.17,3.18,,,,,,,,,,,,,,,,53.95,52.61,-102.87,14.3,-75.41,56.61,-73.75,68.25,1.85,57.41,-65.46,13.62,-47.86,50.81,-44.57,66.23,2.52,57.82,29.12,20.89,28.37,-9.45,198.61,
15,"Cho, Karaman",,,,,,,,,,Internal,,0.0,0.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13.3,0.0,36.7,0.0,0.0,0.0,45.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,20,0.0,20.0,0.0,0,350.0,3.0,0,0.0,0,,,10.0,2,30,0.0,0.0,1,131.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.01,-6.85,-0.82,0.32,19.02,29.54,30.36,60.55,,,2.276,0.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"Salas, Karaman",,,,,,,,,,Internal,2016Q PC In13.3 WQ,0.0,0.0,0.0,0.0,0,0.0,5.05,0.0,0.0,0,0.0,0.0,0.0,0.0,13.55,0.0,36.42,0.0,0.0,0.0,44.97,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,20,0.0,900.0,24.0,0,300.0,3.0,0,0.0,0,,,10.0,3,30,0.0,0.0,1,125.18,0.05,,,,,,,,,,B2/L21,6.01,,,Pm-3m/Fm-3m,,,,,,,,L10,,,,,P4/mmm,Modulations,,,,,,-94.6,-85.96,-68.5,-55.72,-51.29,-48.58,19.92,46.02,,,0.51,0.86,,-2.29,4.48,,,,,,,,,,,,,,,,87.67,87.78,-104.91,23.98,-87.76,73.64,-82.77,111.65,3.96,94.05,-65.12,23.68,-51.78,87.27,-48.77,111.46,5.37,95.53,22.13,16.35,34.99,-7.36,207.95,
17,"Salas, Karaman",,,,,,,,,,Internal,2016Q PC In13.7 WQ,0.0,0.0,0.0,0.0,0,0.0,5.01,0.0,0.0,0,0.0,0.0,0.0,0.0,13.98,0.0,36.09,0.0,0.0,0.0,44.97,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,20,0.0,900.0,24.0,0,450.0,24.0,0,0.0,0,,,10.0,3,30,0.0,0.0,1,118.92,0.05,,,,,,,,,,B2/L21,,,,Pm-3m/Fm-3m,,,,,,,,L10,,,,,P4/mmm,Modulations,,,,,,-67.89,-65.77,-63.45,-45.48,-41.32,-35.3,28.15,32.59,,,2.01,0.93,,-8.65,4.5,,,,,,,,,,,,,,,,70.07,73.09,-75.06,13.85,-67.67,55.43,-62.77,83.92,5.7,73.77,-51.05,10.83,-42.58,56.09,-39.15,83.92,6.14,78.34,12.29,11.9,24.36,-10.33,181.7,
18,"Salas, Karaman",,,,,,,,,,Internal,2016Q PC In13.6 FC,0.0,0.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13.78,0.0,36.09,0.0,0.0,0.0,45.14,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,900.0,24.0,20,0,0.0,20,0.0,900.0,1.0,48,400.0,24.0,0,0.0,0,,,10.0,3,30,0.0,0.0,1,124.67,0.05,,,,,,,,,,B2/L21,,,,Pm-3m/Fm-3m,,,,,,,,L10,,,,,P4/mmm,Modulations,,,,,,-74.89,-68.31,-65.02,-48.1,-41,-37.36,27.66,37.53,,,1.69,1.05,,-7.34,5.2,,,,,,,,,,,,,,,,96.78,97.03,-84.63,13.06,-63.24,90.53,-61.81,109.84,4.24,106.18,-56.54,11.02,-42.3,72.3,-40.13,108.06,5.91,106.55,22.81,16.41,21.32,-9.22,186.48,
19,"Cho, Karaman",,,,,,,,,,Internal,,0.0,0.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13.3,0.0,36.7,0.0,0.0,0.0,45.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,20,0.0,20.0,0.0,0,350.0,3.0,0,0.0,0,,,10.0,2,30,0.0,0.0,1,127.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-45.25,-36.81,-36.64,-26.88,-16.76,-12.56,24.08,32.69,,,1.467,1.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"Salas, Karaman",,,,,,,,,,Internal,2016Q PC In13.6 FC,0.0,0.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13.78,0.0,36.09,0.0,0.0,0.0,45.14,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,900.0,24.0,20,0,0.0,20,0.0,900.0,1.0,48,400.0,0.5,0,0.0,0,,,10.0,3,30,0.0,0.0,1,124.74,0.05,,,,,,,,,,B2/L21,,,,Pm-3m/Fm-3m,,,,,,,,L10,,,,,P4/mmm,Modulations,,,,,,-76.82,-69.47,-55.53,-48.11,-41.69,-38.3,17.23,38.52,,,1.67,1.08,,-7.26,5.29,,,,,,,,,,,,,,,,89.64,84.37,-87.05,11.55,-62.73,78,-61.41,101.18,3.5,96.88,-58.63,10.13,-44.31,63.35,-40.7,94.51,4.71,94.27,25.64,17.93,19.57,-7.87,186.15,
21,"Salas, Karaman",,,,,,,,,,Internal,2016Q PC In13.6 FC,0.0,0.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13.78,0.0,36.09,0.0,0.0,0.0,45.14,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,900.0,24.0,20,0,0.0,20,0.0,900.0,1.0,48,400.0,0.25,0,0.0,0,,,10.0,3,30,0.0,0.0,1,124.92,0.05,,,,,,,,,,B2/L21,,,,Pm-3m/Fm-3m,,,,,,,,L10,,,,,P4/mmm,Modulations,,,,,,-77.03,-59.18,-59.07,-45.86,-40.9,-34.03,25.04,43,,,1.72,1.08,,-7.4,5.24,,,,,,,,,,,,,,,,74.62,72.76,-84.63,10.39,-61.11,80.78,-60.34,85.01,3.07,79.17,-54.38,9.7,-40.88,57.13,-39.4,82.46,4.85,77.87,24.29,14.99,20.59,-8.64,185.26,
22,"Salas, Karaman",,,,,,,,,,Internal,2016Q PC In13.6 WQ,0.0,0.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13.78,0.0,36.09,0.0,0.0,0.0,45.14,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,20,0.0,900.0,24.0,0,500.0,0.25,0,0.0,0,,,10.0,3,30,0.0,0.0,1,118.04,0.05,,,,,,,,,,B2/L21,,,,Pm-3m/Fm-3m,,,,,,,,L10,,,,,P4/mmm,Modulations,,,,,,-81.14,-76.13,-69.06,-55.01,-48.89,-42.97,26.09,38.17,,,1.78,1.11,,-7.96,5.63,,,,,,,,,,,,,,,,66.52,64.09,-93.5,11.13,-76.38,50.41,-70.89,77.65,2.94,72.56,-63.6,11.08,-50.54,53.1,-46.13,75.17,3.67,70.11,22.61,17.47,25.3,-8.58,188.93,
23,"Salas, Karaman",,,,,,,,,,Internal,2016Q PC In13.3 WQ,0.0,0.0,0.0,0.0,0,0.0,5.05,0.0,0.0,0,0.0,0.0,0.0,0.0,13.55,0.0,36.42,0.0,0.0,0.0,44.97,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,20,0.0,900.0,24.0,0,300.0,0.5,0,0.0,0,,,10.0,3,30,0.0,0.0,1,124.42,0.05,,,,,,,,,,B2/L21,6.01,,,Pm-3m/Fm-3m,,,,,,,,L10,,,,,P4/mmm,Modulations,,,,,,-60.08,-57.45,-53.67,-38.5,-33.36,-30.58,23.09,29.5,,,1.92,1.14,,-8.04,5.29,,,,,,,,,,,,,,,,38.11,40.46,-71.65,12.06,-58.29,34.17,-55.13,50.18,2.31,40.37,-48.69,9.48,-35.07,37.79,-32.42,49.94,2.49,43.81,16.52,16.27,22.96,-10.34,179.55,
24,"Salas, Karaman",,,,,,,,,,Internal,2016Q PC In13.5 FC,0.0,0.0,0.0,0.0,0,0.0,5.04,0.0,0.0,0,0.0,0.0,0.0,0.0,13.71,0.0,36.09,0.0,0.0,0.0,45.16,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,900.0,24.0,20,0,0.0,20,0.0,900.0,1.0,24,400.0,24.0,0,0.0,0,,,10.0,3,30,0.0,0.0,1,123.69,0.05,,,,,,,,,,B2/L21,,,,Pm-3m/Fm-3m,,,,,,,,L10,,,,,P4/mmm,Modulations,,,,,,-47.99,-44.09,-42.34,-26.3,-22.09,-18.81,23.53,29.18,,,2.49,1.35,,-9.92,5.9,,,,,,,,,,,,,,,,90.62,87.81,-59.98,9.59,-43.3,63.44,-39.86,100.21,4.5,99.44,-34.44,9.36,-25.33,59.34,-20.51,97.18,6.3,96.63,20.12,13.94,18.66,-9.12,163.55,
